favorite_count,full_text,hashtags,retweet_count,year,party_id
26,b'@POTUS Not only did President Trump falsely claim that drug prices have decreased over the past year \xe2\x80\x93 they have risen dramatically over the last three years \xe2\x80\x93 but he rolled back his support for proposals which allow Medicare to negotiate drug prices. #SOTU',SOTU,21,2020,D
95402,"b'Today we honor the Americans who sacrificed everything to secure the blessings of liberty. Family and friends to some, heroes to all - who lived, fought and died for the safety and future of a great and good nation. God bless them and grant them perpetual peace. #MemorialDay https://t.co/OtdTAd3DS5'",MemorialDay,23550,2018,R
35,"b'The @VandyBoys showed tremendous perseverance through the season. This team represented Vandy and the state of Tennessee with distinction. As a @VanderbiltU alumnus, I was happy to play a role in celebrating their 2nd College World Series Championship since 2014. #Baseball https://t.co/GT0MbyWUMT'",Baseball,8,2019,D
14,"b'Today on the Floor, the House will consider 5 bills, none of which address urgent priorities we must act on before the end of the year, including funding the government, reauthorizing #CHIP, &amp; protecting #DREAMers. https://t.co/oPJDpM47YH'",CHIP DREAMers,19,2017,D
1232,b'#CancelStudentDebt. Now. https://t.co/XdTOELEeyt',CancelStudentDebt,245,2020,D
4,"b'As we continue working together through this difficult time, we must not forget to honor the incredible sacrifices of our armed service members, veterans and their families.\n\n#PurpleHeartDay https://t.co/Ex0boI2SFH'",PurpleHeartDay,3,2020,D
11,"b""During #NationalPoliceWeek, let's all take the time to thank a police officer for the work they do to keep our communities safe. Police officers across AL-02 and our country put their lives on the line daily for our well-being. https://t.co/fmEJbObrg0""",NationalPoliceWeek,5,2018,R
17,"b'Fostering greater connectivity creates smart and environment friendly irrigation systems for farmers, additional software development jobs in rural areas, and educational opportunities for disadvantaged urban and rural children. #digitaldivde'",digitaldivde,10,2019,D
77,"b'With all eyes on impeachment, @SpeakerPelosi is forcing through #HR3, which leads to fewer cures &amp; less innovation, while destroying American businesses &amp; jobs.\n \n#HR19 leads to more affordable drug options for patients &amp; caps out-of-pocket costs for seniors.\n\nWhat do YOU choose?'",HR3 HR19,54,2019,R
2,b'Hanging out reading the @bozchron before chatting with Chet and Missy @KBZK  #mtpol https://t.co/VFKuCYfmM6',mtpol,2,2016,R
58,"b'Remember @POTUS\xe2\x80\x99s 2017 trip to China that included a signing ceremony in the Great Hall of the People to unveil more than $250 billion in business deals for the US, including $84B for West Virginia? WV is still waiting - though surely Trump will let us know that\xe2\x80\x99s #fakenews.'",fakenews,17,2019,D
0,b'You can read my full response to the #I5BridgeCollapse here: http://t.co/EqUc6sxKQs',I5BridgeCollapse,9,2013,D
217,"b'.@realdonaldtrump doesn\xe2\x80\x99t like the #TrumpRussia investigation &amp; the GOP does Trump\xe2\x80\x99s dirty work to undermine it. \n\nInstead of providing checks &amp; balances as Members of Congress, they act like they\xe2\x80\x99re on retainer for Trump\xe2\x80\x99s legal team.\n\nProtecting America &gt; protecting Trump'",TrumpRussia,88,2018,D
3305,"b'Why is so hard for @realDonaldTrump to accept Americans won\xe2\x80\x99t support his border wall? We\xe2\x80\x99ve been clear on this for over a year. He needs to accept the facts, move on, and let Congress reopen the government. #NoBorderWall #TrumpShutdown'",NoBorderWall TrumpShutdown,817,2018,D
7,b'@realDonaldTrump We need #immigration legislation that will create job growth and strengthen the American economy. #TX29',immigration TX29,3,2017,D
8,b'TUNE IN:\n\nAbout to join @ErinBurnett on @OutFrontCNN at 4pm PT/7pm ET for a thoughtful discussion about the need for total transparency in the #MuellerReport. https://t.co/Li0TMTAP2i',MuellerReport,3,2019,D
0,"b'My Staunton office is temporarily closed. If you need assistance, please call the Harrisonburg office at 540-432-2391. #VA06'",VA06,1,2015,R
2838,"b""On #WorldHumanitarianDay, we honor all humanitarian workers who selflessly care for the world\xe2\x80\x99s most vulnerable people. All parties to armed conflict must comply with their obligations under international humanitarian law and work to ensure these heroes' safety and security. https://t.co/WymCqzH4ty""",WorldHumanitarianDay,726,,R
25,b'Today is the last day to comment on #IRS rule to limit your freedom of speech: http://t.co/sFABuYUavc Help spread the word with a RT!',IRS,196,2014,R
67,b'I want to wish my friend &amp; colleague a speedy recovery. My family will keep you in our prayers. @repjohnlewis you will #BeatCancer. You\xe2\x80\x99re an inspiration to us all. https://t.co/EoJs7fQxIm',BeatCancer,5,2019,D
0,b'Thank you! #mosen RT @addisontodd: Get out and vote for @ToddAkin in #MOSen.',mosen MOSen,3,2012,R
6,"b'\xe2\x80\x9cToo often, Mr. Chairmen, this committee and this House have paid attention to issues only when they affect the majority \xe2\x80\x94 the majority of the white population,\xe2\x80\x9d said Rush. \xe2\x80\x9cThis leaves too many Black Americans behind.\xe2\x80\x9d Via @thinkprogress #OpioidEpidemic https://t.co/bHFh5lYJmA'",OpioidEpidemic,4,2018,D
31,b'Input from our hospitals/doctors/nurses MUST be included for healthcare system to succeed. Will work with all on best deal for #SouthJersey',SouthJersey,7,2017,R
9,"b'Today, we are reaching out to our brothers &amp; sisters who were previously incarcerated,  ex-offenders to help them find a job, get healthcare, food &amp; housing assistance &amp; more. Please join us if you need help. #HelpFromHank https://t.co/Xo6DXmqMDL'",HelpFromHank,6,2020,D
190,b'I stand in solidarity w/ FBI agents seeking workplaces free of harassment &amp; invite them to meet with me. Law enforcement agents swear an oath to defend the Constitution &amp; keep us safe. The least we can do is allow them to be safe when they do the job. #TimesUp for this boys club.',TimesUp,51,2019,D
44,"b'A few of many great shots from #SOTU this evening with my guest, Sen. Page Cortez. 1) Rush receiving medal of freedom 2) LA trio w/ Dan Brouillette 3) w/ GOP Leader McCarthy https://t.co/wQTvWmgIoc'",SOTU,2,2020,R
43,"b'Rescuing Austin was one of the best decisions we ever made. On #NationalRescueDogDay, head on over to your local animal shelter to rescue the next member of your family. Trust me, you won\xe2\x80\x99t regret it! https://t.co/boaBvBmu55'",NationalRescueDogDay,8,2018,D
77,b'#IIOA sowing seeds of hope across America. \n\xe2\x80\x9cOpportunity Zones will give struggling areas a needed financial boost to sow seeds of prosperity and restore vitality to their neighborhoods by filling in their missing pieces of the puzzle.\xe2\x80\x9d @ChuckGrassley \nhttps://t.co/ydVUWOXF61',IIOA,25,2018,R
26,"b'Sexual assault remains a devastatingly common occurrence. We can, and we must do better. #SAAM https://t.co/5f1P6FlYI2'",SAAM,31,2016,D
9,b'Federal workers aren\xe2\x80\x99t getting paid and small businesses can\xe2\x80\x99t get the loans or permits they need. #EndTheShutdown https://t.co/legscANjQd',EndTheShutdown,4,2019,D
5,"b'I agree. We need a national standard to ensure personal information is collected, stored, and disposed correctly by tech companies. My bill, the Information Transparency &amp; Personal Data Control Act (H.R. 2013) will ensure data is used appropriately. #AskAxios @Axios https://t.co/TXUX9Vt8LL'",AskAxios,5,2020,D
15,"b'Today is #NationalTeacherAppreciationDay. To all our teachers, thank you for all you do! https://t.co/6gQrW722Z2'",NationalTeacherAppreciationDay,8,2016,D
1,"b'Despite costly #Obamacare mandates, the number of uninsured Mississippians is going up: http://t.co/Hy4O4Tc8zn'",Obamacare,3,2014,R
13,b'Great to meet with you all on such a critical matter. #DefendScience https://t.co/qhQiazz6Oh',DefendScience,4,2017,D
48,b'Pleased to see @HouseJudiciary taking up my friend @davidcicilline\xe2\x80\x99s #EqualityAct this morning. It\xe2\x80\x99s time to end discrimination against #LGBTQ Americans. https://t.co/0pcBsEOucy',EqualityAct LGBTQ,10,2019,D
12,"b'Local career centers are instrumental in preparing our next generation of workers for in-demand, good-paying jobs. Pleased to facilitate today\xe2\x80\x99s discussion about the challenges in training and recruiting skilled workers. #CareerTechEd https://t.co/KlrVLsVWOC'",CareerTechEd,2,2019,R
0,"b""While the Obama administration claims the website is working, it's not at all secure http://t.co/tnWu3mJPGD #BrokenPromises""",BrokenPromises,1,2013,R
38,"b'#Mueller reiterated the seriousness of the multiple, systematic efforts to interfere in our election, and called on every American to pay attention to it.'",Mueller,5,2019,D
2,"b'I joined @KevCirilli on Bloomberg News to discuss infrastructure, immigration, and government oversight to hold the Trump Administration accountable--all essential parts of the Democratic agenda #forthepeople. https://t.co/sBy3p5mQIa'",forthepeople,3,2018,D
9,b'.@realdonaldtrump is sabotaging the #ACA. Cuts to advertising alone may cause 1.1 million Americans to lose coverage https://t.co/O0nseHo5rf',ACA,11,2017,D
625,"b""A chance to beat the Packers twice this year? That\xe2\x80\x99s what we\xe2\x80\x99ve been waiting for all week! And a win tonight would be a great early Christmas present! Let's go @Vikings! #MINvsGB \xf0\x9f\x8f\x88""",MINvsGB,55,2017,D
0,b'Congratulations to Kathleen King - your passion and dedication to students and the study of history is truly remarkable #JamesMadisonFellow',JamesMadisonFellow,0,2015,R
0,"b""If you live in Northern Oakland County, don't forget about our mobile office hours on Monday! https://t.co/DjWiKrAZA9 #MI08""",MI08,2,2015,R
10,b'We are now in the last couple days of open enrollment to sign up for healthcare. Don\xe2\x80\x99t miss your chance to #GetCovered on https://t.co/40CIm7l9M8! https://t.co/SiQZrkpX8a',GetCovered,9,2019,D
0,"b'Just finished a town hall meeting in Breckenridge. Later today, on to Graham, #Texas! Come by the American Legion Building at 3:00pm today'",Texas,1,2011,R
6,"b'3/ Now it\xe2\x80\x99s 137 days.\n\xc2\xa0\nWill the GOP Senate, at long last, compromise with @HouseDemocrats on the #HeroesAct and help Americans who need help NOW?\nhttps://t.co/crps5DiBJ5'",HeroesAct,5,,D
95,"b'In 2015 @realDonaldTrump promised not to cut #Medicare. Repealing the #ACA will do exactly that. If GOP has a better plan, great - show us.'",Medicare ACA,41,2017,D
2,b'Hearing many firsthand accounts supporting need for mental health reform at round table in Fayetteville. #HR3717 http://t.co/fvzAEl91px',HR3717,3,2014,R
547,"b'On January 3, EVERYTHING CHANGES. House Democrats will focus on lowering health care costs, strengthening the affordable care act and protecting people with pre-existing conditions #ForThePeople https://t.co/fQWRmsWaSm'",ForThePeople,132,2018,D
43,"b'So important to recognize the women who have been on the frontlines of scientific discovery throughout history, and to keep paving the way for more #WomenInScience and #WomenInSTEM in the future. https://t.co/hPtbueHAss'",WomenInScience WomenInSTEM,9,2020,D
14,b'Thank you to our San Diego interns for a semester of hard work and service to #CA52. I got to hear about their internship over lunch today. https://t.co/rHNO71Nk3J',CA52,2,2019,D
9,b'Thank you to those brave men and women who have sacrificed and fought for freedom at home and abroad. #florence http://t.co/vdWVxAIYKQ',florence,10,2013,R
33,"b'It\xe2\x80\x99s been 1 yr since the 116th Congress was elected, ushering in a new majority &amp; a commitment to deliver for America. As the most diverse freshman class in US history, our unique composition has moved our country forward. Our work #ForThePeople succeeds because we are together. https://t.co/N207udyCwf'",ForThePeople,7,2019,D
8,b'Honored to receive Sentinel Award from @WPRC1 for my support of our servicemen and women during the #WPRC Legislative Summit in DC #VA01 https://t.co/M5hUmSLgl6',WPRC VA01,5,2017,R
47,"b'#RamadanMubarak to all those observing in Orange County - and around the world. May this month of reflection bring you peace, hope, and healing.'",RamadanMubarak,11,2019,D
123,b'Chairing #SASC hearing this morning on #Afghanistan w/ @DeptofDefense Sec Mattis &amp; @GenDunford - watch: https://t.co/cLJelvYNCT',SASC Afghanistan,33,2017,R
2,b'October is #BreastCancerAwareness month. Want to estimate your risk of developing invasive #BreastCancer? Take the assessment and talk to your doctor: https://t.co/9FmaHTKTJQ https://t.co/I6ZnNjuEz5',BreastCancerAwareness BreastCancer,1,2018,D
1,"b'UnitedHealth, one of biggest insurers, announced may pull out of #Obamacare due to huge losses. If it happens, others likely to follow.'",Obamacare,2,2015,R
4,"b""Congratulations to #Louisville's 2014 @NatlBlueRibbon Schools: Holy Spirit, Saint Agnes, @StPatrickLou, &amp; Stopher Elementary.""",Louisville,3,2014,D
8,"b'This #ArmedForcesDay, we thank the brave men and women in uniform for their service to our nation'",ArmedForcesDay,2,2016,D
9,b'My bipartisan Fallen Warrior Battlefield Cross Memorial Act will help ensure that veterans in #Ohio &amp; around the US who\xe2\x80\x99ve paid the ultimate sacrifice can be honored w/ the Battlefield Cross.',Ohio,4,2019,R
42,"b""I encourage GOP to listen to #healthcare professionals before they attempt #TrumpCare 4.0. Instead, let's work with doctors to improve care. https://t.co/EWTEEssZOp""",healthcare TrumpCare,18,2017,D
13,"b'If you have questions about receiving your #COVID19 economic stimulus payment from the federal government, read this thread with information for filers, non-filers, and Social Security recipients \xe2\xa4\xb5\xef\xb8\x8f'",COVID19,9,2020,D
2,b'Meet Sadie and her husband Stan. Sadie is Deputy District Director in my FDL office who recently earned the Young Professionals of #FDL Future Five Award. I\xe2\x80\x99m so proud of her and grateful to have such an extraordinary staff!\n\nhttps://t.co/hZSTbs3KsG https://t.co/HpuiYVm6T6',FDL,1,2019,R
2,b'Lots of fun visiting with Dan &amp; Dan on #AMQC on @WOC1420am this morning. https://t.co/OTT5vJWNog',AMQC,1,2016,R
0,"b""RT @PAAgriculture: If you are experiencing food insecurity for any reason related to #COVID19, help is available.\n\nHere's a handy guide: ht\xe2\x80\xa6""",COVID19,96,2020,D
8,b'An update on the #CountyFire https://t.co/ZrkvOgbe1N',CountyFire,6,2018,D
